"","project","organization","location","recording_date","recording_time","status","latitude","longitude","buffer_radius_m","species_code","scientific_name","species_english_name","species_class","method","rain","wind","noise","industry_noise","audio_quality","species_individual_name","transcriber","abundance","confidence","Vocalization","Interval","daily_weather_station_nm","daily_weather_station_elevation","daily_weather_station_distance","daily_min_temp","daily_max_temp","daily_mean_temp","daily_total_rain_mm","daily_total_snow_cm","daily_precipitation_mm","daily_snow_on_ground_cm","hourly_weather_station_nm","hourly_weather_station_elevation","hourly_weather_station_distance","hourly_temp","hourly_dew_point","hourly_rel_humidity","hourly_precipitation_mm","hourly_wind_direction","hourly_wind_speed","hourly_visibility_km","hourly_station_pressure","hourly_humidex","hourly_wind_chill","hourly_weather_attributes","comment","species_comment","original_file_name","island_id","...1","area","log10_area_1","d_mainland","log10_dist_1","buffer_1k","buffer_5k","time_since_fire","basal_area_total","basal_area_living","basal_area_dead","total_cwd_volume","cwd_dc1","cwd_dc2","cwd_dc3","cwd_dc4","cwd_dc5","sci","trophic_level","trophic_niche","foraging_niche"
"800","SK Pyrodiversity","ECCC","13-UEA19-WF",2019-06-22,06:20:00,"Transcribed",55.03035,-104.81905,NA,"LIRA",NA,"Light rain","ABIOTIC","3m 1SPR",2,0,1,0,"None",1,"Stan Shadick","1","Confident","Non-vocal","1-2 min","LA RONGE A","379.20m","32km",10.6,17.1,13.9,16.3,0,16.3,NA,"LA RONGE RCS","378.60m","32km",15.6,10,69,0,8,7,NA,96.71,NA,NA,NA,NA,NA,"13-UEA19-WF_20190622_062000.wav","WF",40,49.75,1.705436047,641.86,2.808116404,0.888997,0.572922,4,0.003117253,0,0.003117253,5.379362924,0.745812918,2.404069456,1.880128142,0.349352407,0,NA,NA,NA,NA
"801","SK Pyrodiversity","ECCC","13-UEA19-WF",2019-06-22,06:20:00,"Transcribed",55.03035,-104.81905,NA,"MORA",NA,"Moderate rain","ABIOTIC","3m 1SPR",2,0,1,0,"None",1,"Stan Shadick","1","Confident","Non-vocal","0-1 min","LA RONGE A","379.20m","32km",10.6,17.1,13.9,16.3,0,16.3,NA,"LA RONGE RCS","378.60m","32km",15.6,10,69,0,8,7,NA,96.71,NA,NA,NA,NA,NA,"13-UEA19-WF_20190622_062000.wav","WF",40,49.75,1.705436047,641.86,2.808116404,0.888997,0.572922,4,0.003117253,0,0.003117253,5.379362924,0.745812918,2.404069456,1.880128142,0.349352407,0,NA,NA,NA,NA
"802","SK Pyrodiversity","ECCC","13-UEA19-WF",2019-06-22,06:20:00,"Transcribed",55.03035,-104.81905,NA,"MORA",NA,"Moderate rain","ABIOTIC","3m 1SPR",2,0,1,0,"None",2,"Stan Shadick","1","Confident","Non-vocal","2-3 min","LA RONGE A","379.20m","32km",10.6,17.1,13.9,16.3,0,16.3,NA,"LA RONGE RCS","378.60m","32km",15.6,10,69,0,8,7,NA,96.71,NA,NA,NA,NA,NA,"13-UEA19-WF_20190622_062000.wav","WF",40,49.75,1.705436047,641.86,2.808116404,0.888997,0.572922,4,0.003117253,0,0.003117253,5.379362924,0.745812918,2.404069456,1.880128142,0.349352407,0,NA,NA,NA,NA
"803","SK Pyrodiversity","ECCC","13-UEA19-WF",2019-06-22,06:20:00,"Transcribed",55.03035,-104.81905,NA,"SOSP","Melospiza melodia","Song Sparrow","AVES","3m 1SPR",2,0,1,0,"None",1,"Stan Shadick","1","Confident","Song","0-1 min","LA RONGE A","379.20m","32km",10.6,17.1,13.9,16.3,0,16.3,NA,"LA RONGE RCS","378.60m","32km",15.6,10,69,0,8,7,NA,96.71,NA,NA,NA,NA,NA,"13-UEA19-WF_20190622_062000.wav","WF",40,49.75,1.705436047,641.86,2.808116404,0.888997,0.572922,4,0.003117253,0,0.003117253,5.379362924,0.745812918,2.404069456,1.880128142,0.349352407,0,"melospiza_melodia","Omnivore","Omnivore",NA
"804","SK Pyrodiversity","ECCC","13-UEA19-WF",2019-06-22,06:20:00,"Transcribed",55.03035,-104.81905,NA,"SOSP","Melospiza melodia","Song Sparrow","AVES","3m 1SPR",2,0,1,0,"None",2,"Stan Shadick","1","Confident","Song","0-1 min","LA RONGE A","379.20m","32km",10.6,17.1,13.9,16.3,0,16.3,NA,"LA RONGE RCS","378.60m","32km",15.6,10,69,0,8,7,NA,96.71,NA,NA,NA,NA,"Louder with different pattern than sosp1","13-UEA19-WF_20190622_062000.wav","WF",40,49.75,1.705436047,641.86,2.808116404,0.888997,0.572922,4,0.003117253,0,0.003117253,5.379362924,0.745812918,2.404069456,1.880128142,0.349352407,0,"melospiza_melodia","Omnivore","Omnivore",NA
"805","SK Pyrodiversity","ECCC","13-UEA19-WF",2019-06-22,06:20:00,"Transcribed",55.03035,-104.81905,NA,"SOSP","Melospiza melodia","Song Sparrow","AVES","3m 1SPR",2,0,1,0,"None",3,"Stan Shadick","1","Confident","Call","1-2 min","LA RONGE A","379.20m","32km",10.6,17.1,13.9,16.3,0,16.3,NA,"LA RONGE RCS","378.60m","32km",15.6,10,69,0,8,7,NA,96.71,NA,NA,NA,NA,NA,"13-UEA19-WF_20190622_062000.wav","WF",40,49.75,1.705436047,641.86,2.808116404,0.888997,0.572922,4,0.003117253,0,0.003117253,5.379362924,0.745812918,2.404069456,1.880128142,0.349352407,0,"melospiza_melodia","Omnivore","Omnivore",NA
"806","SK Pyrodiversity","ECCC","13-UEA19-WF",2019-06-22,06:20:00,"Transcribed",55.03035,-104.81905,NA,"UNFR",NA,"Unknown frog","UNKNOWN","3m 1SPR",2,0,1,0,"None",1,"Stan Shadick","1","Unknown far","Song","2-3 min","LA RONGE A","379.20m","32km",10.6,17.1,13.9,16.3,0,16.3,NA,"LA RONGE RCS","378.60m","32km",15.6,10,69,0,8,7,NA,96.71,NA,NA,NA,NA,"Faint. LEFR?","13-UEA19-WF_20190622_062000.wav","WF",40,49.75,1.705436047,641.86,2.808116404,0.888997,0.572922,4,0.003117253,0,0.003117253,5.379362924,0.745812918,2.404069456,1.880128142,0.349352407,0,NA,NA,NA,NA
"807","SK Pyrodiversity","ECCC","13-UEA19-WF",2019-06-22,06:20:00,"Transcribed",55.03035,-104.81905,NA,"UNKN",NA,"Unknown","UNKNOWN","3m 1SPR",2,0,1,0,"None",1,"Stan Shadick","1","Unknown far","Call","1-2 min","LA RONGE A","379.20m","32km",10.6,17.1,13.9,16.3,0,16.3,NA,"LA RONGE RCS","378.60m","32km",15.6,10,69,0,8,7,NA,96.71,NA,NA,NA,NA,"CORA?","13-UEA19-WF_20190622_062000.wav","WF",40,49.75,1.705436047,641.86,2.808116404,0.888997,0.572922,4,0.003117253,0,0.003117253,5.379362924,0.745812918,2.404069456,1.880128142,0.349352407,0,NA,NA,NA,NA
"808","SK Pyrodiversity","ECCC","13-UEA19-WF",2019-06-22,06:20:00,"Transcribed",55.03035,-104.81905,NA,"UNPA",NA,"Unknown Passerine","UNKNOWN","3m 1SPR",2,0,1,0,"None",1,"Stan Shadick","1","Unknown far","Call","0-1 min","LA RONGE A","379.20m","32km",10.6,17.1,13.9,16.3,0,16.3,NA,"LA RONGE RCS","378.60m","32km",15.6,10,69,0,8,7,NA,96.71,NA,NA,NA,NA,"WTSP?","13-UEA19-WF_20190622_062000.wav","WF",40,49.75,1.705436047,641.86,2.808116404,0.888997,0.572922,4,0.003117253,0,0.003117253,5.379362924,0.745812918,2.404069456,1.880128142,0.349352407,0,NA,NA,NA,NA
"809","SK Pyrodiversity","ECCC","13-UEA19-WF",2019-06-22,06:20:00,"Transcribed",55.03035,-104.81905,NA,"UNPA",NA,"Unknown Passerine","UNKNOWN","3m 1SPR",2,0,1,0,"None",2,"Stan Shadick","1","Unknown far","Call","1-2 min","LA RONGE A","379.20m","32km",10.6,17.1,13.9,16.3,0,16.3,NA,"LA RONGE RCS","378.60m","32km",15.6,10,69,0,8,7,NA,96.71,NA,NA,NA,NA,"NOWA?","13-UEA19-WF_20190622_062000.wav","WF",40,49.75,1.705436047,641.86,2.808116404,0.888997,0.572922,4,0.003117253,0,0.003117253,5.379362924,0.745812918,2.404069456,1.880128142,0.349352407,0,NA,NA,NA,NA
"810","SK Pyrodiversity","ECCC","13-UEA19-WF",2019-06-22,06:20:00,"Transcribed",55.03035,-104.81905,NA,"WTSP","Zonotrichia albicollis","White-throated Sparrow","AVES","3m 1SPR",2,0,1,0,"None",1,"Stan Shadick","1","Confident","Song","1-2 min","LA RONGE A","379.20m","32km",10.6,17.1,13.9,16.3,0,16.3,NA,"LA RONGE RCS","378.60m","32km",15.6,10,69,0,8,7,NA,96.71,NA,NA,NA,NA,"All notes on same pitch.","13-UEA19-WF_20190622_062000.wav","WF",40,49.75,1.705436047,641.86,2.808116404,0.888997,0.572922,4,0.003117253,0,0.003117253,5.379362924,0.745812918,2.404069456,1.880128142,0.349352407,0,"zonotrichia_albicollis","Herbivore","Omnivore",NA
"811","SK Pyrodiversity","ECCC","13-UEA19-WF",2019-06-22,06:20:00,"Transcribed",55.03035,-104.81905,NA,"WTSP","Zonotrichia albicollis","White-throated Sparrow","AVES","3m 1SPR",2,0,1,0,"None",2,"Stan Shadick","1","Confident","Song","2-3 min","LA RONGE A","379.20m","32km",10.6,17.1,13.9,16.3,0,16.3,NA,"LA RONGE RCS","378.60m","32km",15.6,10,69,0,8,7,NA,96.71,NA,NA,NA,NA,"Down singer ending at 3.5 kHz.","13-UEA19-WF_20190622_062000.wav","WF",40,49.75,1.705436047,641.86,2.808116404,0.888997,0.572922,4,0.003117253,0,0.003117253,5.379362924,0.745812918,2.404069456,1.880128142,0.349352407,0,"zonotrichia_albicollis","Herbivore","Omnivore",NA
"812","SK Pyrodiversity","ECCC","13-UEA19-WF",2019-06-22,06:20:00,"Transcribed",55.03035,-104.81905,NA,"WTSP","Zonotrichia albicollis","White-throated Sparrow","AVES","3m 1SPR",2,0,1,0,"None",3,"Stan Shadick","1","Confident","Song","2-3 min","LA RONGE A","379.20m","32km",10.6,17.1,13.9,16.3,0,16.3,NA,"LA RONGE RCS","378.60m","32km",15.6,10,69,0,8,7,NA,96.71,NA,NA,NA,NA,"Up singer ending at 4.5 kHz.","13-UEA19-WF_20190622_062000.wav","WF",40,49.75,1.705436047,641.86,2.808116404,0.888997,0.572922,4,0.003117253,0,0.003117253,5.379362924,0.745812918,2.404069456,1.880128142,0.349352407,0,"zonotrichia_albicollis","Herbivore","Omnivore",NA
"813","SK Pyrodiversity","ECCC","13-UEB53-KP",2019-06-22,07:14:00,"Transcribed",55.39595,-104.06122,NA,"COLO","Gavia immer","Common Loon","AVES","3m 1SPR",0,0,0,0,"None",1,"Robert Wapple","1","Confident","Call","1-2 min","LA RONGE A","379.20m","82km",10.6,17.1,13.9,16.3,0,16.3,NA,"LA RONGE RCS","378.60m","82km",15.7,10.7,72,0,36,15,NA,96.65,NA,NA,NA,NA,NA,"13-UEB53-KP_20190622_071400.wav","KP",22,2.7,0.568201724,138,2.1430148,0.611798,0.210653,38,0.712045996,0.646281313,0.065764684,4.542427247,0.203582665,0,0.293311735,0.771655423,3.273877423,"gavia_immer","Carnivore","Aquatic predator","Aquatic dive"
"814","SK Pyrodiversity","ECCC","13-UEB53-KP",2019-06-22,07:14:00,"Transcribed",55.39595,-104.06122,NA,"HOWR","Troglodytes aedon","House Wren","AVES","3m 1SPR",0,0,0,0,"None",1,"Robert Wapple","1","Confident","Call","0-1 min","LA RONGE A","379.20m","82km",10.6,17.1,13.9,16.3,0,16.3,NA,"LA RONGE RCS","378.60m","82km",15.7,10.7,72,0,36,15,NA,96.65,NA,NA,NA,NA,NA,"13-UEB53-KP_20190622_071400.wav","KP",22,2.7,0.568201724,138,2.1430148,0.611798,0.210653,38,0.712045996,0.646281313,0.065764684,4.542427247,0.203582665,0,0.293311735,0.771655423,3.273877423,"troglodytes_aedon","Carnivore","Invertivore","Invertivore glean arboreal"
"815","SK Pyrodiversity","ECCC","13-UEB00-TB",2019-06-23,04:20:00,"Transcribed",55.10694,-104.87504,NA,"AMCR","Corvus brachyrhynchos","American Crow","AVES","10m 1SPR",1,1,0,0,"None",1,"Guest Angela","1","Confident","Call","0-1 min","LA RONGE A","379.20m","26km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","26km",12.6,11.3,92,0,8,6,NA,95.77,NA,NA,NA,NA,NA,"13-UEB00-TB_20190623_042000.wav","TB",38,19.5,1.311753861,6626.6,3.821356289,0.995989,0.917462,77,1.089616051,0.914614008,0.175002043,1.255172294,0.898668758,0.208718619,0.007952156,0.060764999,0.079067761,"corvus_brachyrhynchos","Omnivore","Omnivore",NA
"816","SK Pyrodiversity","ECCC","13-UEB00-TB",2019-06-23,04:20:00,"Transcribed",55.10694,-104.87504,NA,"BAWW","Mniotilta varia","Black-and-white Warbler","AVES","10m 1SPR",1,1,0,0,"None",1,"Guest Angela","1","Confident","Song","3-4 min","LA RONGE A","379.20m","26km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","26km",12.6,11.3,92,0,8,6,NA,95.77,NA,NA,NA,NA,NA,"13-UEB00-TB_20190623_042000.wav","TB",38,19.5,1.311753861,6626.6,3.821356289,0.995989,0.917462,77,1.089616051,0.914614008,0.175002043,1.255172294,0.898668758,0.208718619,0.007952156,0.060764999,0.079067761,"mniotilta_varia","Carnivore","Invertivore","Invertivore bark"
"817","SK Pyrodiversity","ECCC","13-UEB00-TB",2019-06-23,04:20:00,"Transcribed",55.10694,-104.87504,NA,"LIBA",NA,"Light Background Noise","ABIOTIC","10m 1SPR",1,1,0,0,"None",1,"Guest Angela","1","Confident","Non-vocal","0-1 min","LA RONGE A","379.20m","26km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","26km",12.6,11.3,92,0,8,6,NA,95.77,NA,NA,NA,NA,"white background noise","13-UEB00-TB_20190623_042000.wav","TB",38,19.5,1.311753861,6626.6,3.821356289,0.995989,0.917462,77,1.089616051,0.914614008,0.175002043,1.255172294,0.898668758,0.208718619,0.007952156,0.060764999,0.079067761,NA,NA,NA,NA
"818","SK Pyrodiversity","ECCC","13-UEB00-TB",2019-06-23,04:20:00,"Transcribed",55.10694,-104.87504,NA,"LIRA",NA,"Light rain","ABIOTIC","10m 1SPR",1,1,0,0,"None",1,"Guest Angela","1","Confident","Non-vocal","2-3 min","LA RONGE A","379.20m","26km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","26km",12.6,11.3,92,0,8,6,NA,95.77,NA,NA,NA,NA,"less rain than first minute","13-UEB00-TB_20190623_042000.wav","TB",38,19.5,1.311753861,6626.6,3.821356289,0.995989,0.917462,77,1.089616051,0.914614008,0.175002043,1.255172294,0.898668758,0.208718619,0.007952156,0.060764999,0.079067761,NA,NA,NA,NA
"819","SK Pyrodiversity","ECCC","13-UEB00-TB",2019-06-23,04:20:00,"Transcribed",55.10694,-104.87504,NA,"LIWI",NA,"Light wind","ABIOTIC","10m 1SPR",1,1,0,0,"None",1,"Guest Angela","1","Confident","Non-vocal","0-1 min","LA RONGE A","379.20m","26km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","26km",12.6,11.3,92,0,8,6,NA,95.77,NA,NA,NA,NA,"wind gust","13-UEB00-TB_20190623_042000.wav","TB",38,19.5,1.311753861,6626.6,3.821356289,0.995989,0.917462,77,1.089616051,0.914614008,0.175002043,1.255172294,0.898668758,0.208718619,0.007952156,0.060764999,0.079067761,NA,NA,NA,NA
"820","SK Pyrodiversity","ECCC","13-UEB00-TB",2019-06-23,04:20:00,"Transcribed",55.10694,-104.87504,NA,"MORA",NA,"Moderate rain","ABIOTIC","10m 1SPR",1,1,0,0,"None",1,"Guest Angela","1","Confident","Non-vocal","0-1 min","LA RONGE A","379.20m","26km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","26km",12.6,11.3,92,0,8,6,NA,95.77,NA,NA,NA,NA,"rain","13-UEB00-TB_20190623_042000.wav","TB",38,19.5,1.311753861,6626.6,3.821356289,0.995989,0.917462,77,1.089616051,0.914614008,0.175002043,1.255172294,0.898668758,0.208718619,0.007952156,0.060764999,0.079067761,NA,NA,NA,NA
"821","SK Pyrodiversity","ECCC","13-UEB00-TB",2019-06-23,04:20:00,"Transcribed",55.10694,-104.87504,NA,"SOSP","Melospiza melodia","Song Sparrow","AVES","10m 1SPR",1,1,0,0,"None",1,"Guest Angela","1","Confident","Song","1-2 min","LA RONGE A","379.20m","26km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","26km",12.6,11.3,92,0,8,6,NA,95.77,NA,NA,NA,NA,NA,"13-UEB00-TB_20190623_042000.wav","TB",38,19.5,1.311753861,6626.6,3.821356289,0.995989,0.917462,77,1.089616051,0.914614008,0.175002043,1.255172294,0.898668758,0.208718619,0.007952156,0.060764999,0.079067761,"melospiza_melodia","Omnivore","Omnivore",NA
"822","SK Pyrodiversity","ECCC","13-UEB00-TB",2019-06-23,04:20:00,"Transcribed",55.10694,-104.87504,NA,"SWTH","Catharus ustulatus","Swainson's Thrush","AVES","10m 1SPR",1,1,0,0,"None",1,"Guest Angela","1","Confident","Song","0-1 min","LA RONGE A","379.20m","26km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","26km",12.6,11.3,92,0,8,6,NA,95.77,NA,NA,NA,NA,NA,"13-UEB00-TB_20190623_042000.wav","TB",38,19.5,1.311753861,6626.6,3.821356289,0.995989,0.917462,77,1.089616051,0.914614008,0.175002043,1.255172294,0.898668758,0.208718619,0.007952156,0.060764999,0.079067761,"catharus_ustulatus","Omnivore","Invertivore","Generalist"
"823","SK Pyrodiversity","ECCC","13-UEB00-TB",2019-06-23,04:20:00,"Transcribed",55.10694,-104.87504,NA,"SWTH","Catharus ustulatus","Swainson's Thrush","AVES","10m 1SPR",1,1,0,0,"None",2,"Guest Angela","1","Confident","Song","5-6 min","LA RONGE A","379.20m","26km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","26km",12.6,11.3,92,0,8,6,NA,95.77,NA,NA,NA,NA,NA,"13-UEB00-TB_20190623_042000.wav","TB",38,19.5,1.311753861,6626.6,3.821356289,0.995989,0.917462,77,1.089616051,0.914614008,0.175002043,1.255172294,0.898668758,0.208718619,0.007952156,0.060764999,0.079067761,"catharus_ustulatus","Omnivore","Invertivore","Generalist"
"824","SK Pyrodiversity","ECCC","13-UEB00-TB",2019-06-23,04:20:00,"Transcribed",55.10694,-104.87504,NA,"TEWA","Leiothylpis peregrina","Tennessee Warbler","AVES","10m 1SPR",1,1,0,0,"None",1,"Guest Angela","1","Confident","Song","0-1 min","LA RONGE A","379.20m","26km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","26km",12.6,11.3,92,0,8,6,NA,95.77,NA,NA,NA,NA,NA,"13-UEB00-TB_20190623_042000.wav","TB",38,19.5,1.311753861,6626.6,3.821356289,0.995989,0.917462,77,1.089616051,0.914614008,0.175002043,1.255172294,0.898668758,0.208718619,0.007952156,0.060764999,0.079067761,"leiothylpis_peregrina",NA,NA,NA
"825","SK Pyrodiversity","ECCC","13-UEB00-TB",2019-06-23,04:20:00,"Transcribed",55.10694,-104.87504,NA,"WTSP","Zonotrichia albicollis","White-throated Sparrow","AVES","10m 1SPR",1,1,0,0,"None",1,"Guest Angela","1","Confident","Song","0-1 min","LA RONGE A","379.20m","26km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","26km",12.6,11.3,92,0,8,6,NA,95.77,NA,NA,NA,NA,NA,"13-UEB00-TB_20190623_042000.wav","TB",38,19.5,1.311753861,6626.6,3.821356289,0.995989,0.917462,77,1.089616051,0.914614008,0.175002043,1.255172294,0.898668758,0.208718619,0.007952156,0.060764999,0.079067761,"zonotrichia_albicollis","Herbivore","Omnivore",NA
"826","SK Pyrodiversity","ECCC","13-UEB00-TB",2019-06-23,04:20:00,"Transcribed",55.10694,-104.87504,NA,"WTSP","Zonotrichia albicollis","White-throated Sparrow","AVES","10m 1SPR",1,1,0,0,"None",2,"Guest Angela","1","Confident","Song","2-3 min","LA RONGE A","379.20m","26km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","26km",12.6,11.3,92,0,8,6,NA,95.77,NA,NA,NA,NA,NA,"13-UEB00-TB_20190623_042000.wav","TB",38,19.5,1.311753861,6626.6,3.821356289,0.995989,0.917462,77,1.089616051,0.914614008,0.175002043,1.255172294,0.898668758,0.208718619,0.007952156,0.060764999,0.079067761,"zonotrichia_albicollis","Herbivore","Omnivore",NA
"827","SK Pyrodiversity","ECCC","13-UEB33-IS",2019-06-23,05:16:00,"Transcribed",55.35027,-104.42376,NA,"CORA","Corvus corax","Common Raven","AVES","3m 1SPR",3,2,0,0,"None",1,"Stan Shadick","1","Confident","Call","0-1 min","LA RONGE A","379.20m","58km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","58km",12.4,11.6,95,0.8,0,1,NA,95.77,NA,NA,NA,NA,NA,"13-UEB33-IS_20190623_051600.wav","IS",18,5.9,0.838849091,334.4,2.525563058,0.750484,0.420838,24,0.205631857,0.111633614,0.093998243,23.69161257,0.558605176,14.09877377,7.950161729,1.044572017,0.039499873,"corvus_corax","Omnivore","Omnivore",NA
"828","SK Pyrodiversity","ECCC","13-UEB33-IS",2019-06-23,05:16:00,"Transcribed",55.35027,-104.42376,NA,"HERA",NA,"Heavy rain","ABIOTIC","3m 1SPR",3,2,0,0,"None",1,"Stan Shadick","1","Confident","Non-vocal","0-1 min","LA RONGE A","379.20m","58km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","58km",12.4,11.6,95,0.8,0,1,NA,95.77,NA,NA,NA,NA,NA,"13-UEB33-IS_20190623_051600.wav","IS",18,5.9,0.838849091,334.4,2.525563058,0.750484,0.420838,24,0.205631857,0.111633614,0.093998243,23.69161257,0.558605176,14.09877377,7.950161729,1.044572017,0.039499873,NA,NA,NA,NA
"829","SK Pyrodiversity","ECCC","13-UEB33-IS",2019-06-23,05:16:00,"Transcribed",55.35027,-104.42376,NA,"HERA",NA,"Heavy rain","ABIOTIC","3m 1SPR",3,2,0,0,"None",2,"Stan Shadick","1","Confident","Non-vocal","1-2 min","LA RONGE A","379.20m","58km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","58km",12.4,11.6,95,0.8,0,1,NA,95.77,NA,NA,NA,NA,NA,"13-UEB33-IS_20190623_051600.wav","IS",18,5.9,0.838849091,334.4,2.525563058,0.750484,0.420838,24,0.205631857,0.111633614,0.093998243,23.69161257,0.558605176,14.09877377,7.950161729,1.044572017,0.039499873,NA,NA,NA,NA
"830","SK Pyrodiversity","ECCC","13-UEB33-IS",2019-06-23,05:16:00,"Transcribed",55.35027,-104.42376,NA,"HERA",NA,"Heavy rain","ABIOTIC","3m 1SPR",3,2,0,0,"None",3,"Stan Shadick","1","Confident","Non-vocal","2-3 min","LA RONGE A","379.20m","58km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","58km",12.4,11.6,95,0.8,0,1,NA,95.77,NA,NA,NA,NA,NA,"13-UEB33-IS_20190623_051600.wav","IS",18,5.9,0.838849091,334.4,2.525563058,0.750484,0.420838,24,0.205631857,0.111633614,0.093998243,23.69161257,0.558605176,14.09877377,7.950161729,1.044572017,0.039499873,NA,NA,NA,NA
"831","SK Pyrodiversity","ECCC","13-UEB33-IS",2019-06-23,05:16:00,"Transcribed",55.35027,-104.42376,NA,"MOWI",NA,"Moderate wind","ABIOTIC","3m 1SPR",3,2,0,0,"None",1,"Stan Shadick","1","Confident","Non-vocal","0-1 min","LA RONGE A","379.20m","58km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","58km",12.4,11.6,95,0.8,0,1,NA,95.77,NA,NA,NA,NA,NA,"13-UEB33-IS_20190623_051600.wav","IS",18,5.9,0.838849091,334.4,2.525563058,0.750484,0.420838,24,0.205631857,0.111633614,0.093998243,23.69161257,0.558605176,14.09877377,7.950161729,1.044572017,0.039499873,NA,NA,NA,NA
"832","SK Pyrodiversity","ECCC","13-UEB33-IS",2019-06-23,05:16:00,"Transcribed",55.35027,-104.42376,NA,"MOWI",NA,"Moderate wind","ABIOTIC","3m 1SPR",3,2,0,0,"None",2,"Stan Shadick","1","Confident","Non-vocal","1-2 min","LA RONGE A","379.20m","58km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","58km",12.4,11.6,95,0.8,0,1,NA,95.77,NA,NA,NA,NA,NA,"13-UEB33-IS_20190623_051600.wav","IS",18,5.9,0.838849091,334.4,2.525563058,0.750484,0.420838,24,0.205631857,0.111633614,0.093998243,23.69161257,0.558605176,14.09877377,7.950161729,1.044572017,0.039499873,NA,NA,NA,NA
"833","SK Pyrodiversity","ECCC","13-UEB33-IS",2019-06-23,05:16:00,"Transcribed",55.35027,-104.42376,NA,"MOWI",NA,"Moderate wind","ABIOTIC","3m 1SPR",3,2,0,0,"None",3,"Stan Shadick","1","Confident","Non-vocal","2-3 min","LA RONGE A","379.20m","58km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","58km",12.4,11.6,95,0.8,0,1,NA,95.77,NA,NA,NA,NA,NA,"13-UEB33-IS_20190623_051600.wav","IS",18,5.9,0.838849091,334.4,2.525563058,0.750484,0.420838,24,0.205631857,0.111633614,0.093998243,23.69161257,0.558605176,14.09877377,7.950161729,1.044572017,0.039499873,NA,NA,NA,NA
"834","SK Pyrodiversity","ECCC","13-UEB33-IS",2019-06-23,05:16:00,"Transcribed",55.35027,-104.42376,NA,"REVI","Vireo olivaceus","Red-eyed Vireo","AVES","3m 1SPR",3,2,0,0,"None",1,"Stan Shadick","1","Confident","Song","0-1 min","LA RONGE A","379.20m","58km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","58km",12.4,11.6,95,0.8,0,1,NA,95.77,NA,NA,NA,NA,NA,"13-UEB33-IS_20190623_051600.wav","IS",18,5.9,0.838849091,334.4,2.525563058,0.750484,0.420838,24,0.205631857,0.111633614,0.093998243,23.69161257,0.558605176,14.09877377,7.950161729,1.044572017,0.039499873,"vireo_olivaceus","Omnivore","Invertivore","Invertivore glean arboreal"
"835","SK Pyrodiversity","ECCC","13-UEB33-IS",2019-06-23,05:16:00,"Transcribed",55.35027,-104.42376,NA,"REVI","Vireo olivaceus","Red-eyed Vireo","AVES","3m 1SPR",3,2,0,0,"None",2,"Stan Shadick","1","Confident","Song","0-1 min","LA RONGE A","379.20m","58km",11,15.9,13.4,9.4,0,9.4,NA,"LA RONGE RCS","378.60m","58km",12.4,11.6,95,0.8,0,1,NA,95.77,NA,NA,NA,NA,"A second much fainter REVI sings between the louder songs of REVI1.","13-UEB33-IS_20190623_051600.wav","IS",18,5.9,0.838849091,334.4,2.525563058,0.750484,0.420838,24,0.205631857,0.111633614,0.093998243,23.69161257,0.558605176,14.09877377,7.950161729,1.044572017,0.039499873,"vireo_olivaceus","Omnivore","Invertivore","Invertivore glean arboreal"
